,sircat_id,sc_insitu,sir_start_time,hss_start_time,sir_end_time,hss_end_time,hss_vtmax_time,sc_heliodistance,sc_long_heeq,sc_lat_heeq,hss_vtmax,hss_vtmean,hss_vtstd,hss_btmax,hss_btmean,hss_btstd,hss_bzmin,hss_bzmean,hss_bzstd,hss_duration,sir_vtmax,sir_vtmean,sir_vtstd,sir_btmax,sir_btmean,sir_btstd,sir_bzmin,sir_bzmean,sir_bzstd,sir_duration
491,SIR_STEREO_B_JIAN_20070423_01,STEREO-B,2007-04-22T06:10Z,2007-04-23T01:06Z,2007-04-23T13:30Z,,,1.0385,-1.48,-5.34,,,,,,,,,,,526.3,377.3,61.7,13.3,7.4,2.3,-10.5,-0.3,3.5,12.4
492,SIR_STEREO_B_JIAN_20070426_01,STEREO-B,2007-04-26T15:55Z,2007-04-26T18:57Z,2007-04-29T15:20Z,,,1.0412,-1.64,-5.03,,,,,,,,,,,689.0,548.7,89.5,10.2,4.9,1.6,-7.1,0.3,2.3,68.38
493,SIR_STEREO_B_JIAN_20070507_01,STEREO-B,2007-05-07T09:43Z,2007-05-07T13:53Z,2007-05-08T14:12Z,,,1.0488,-2.17,-4.05,,,,,,,,,,,701.9,508.5,94.4,23.2,10.0,4.5,-19.3,-0.1,6.9,24.32
494,SIR_STEREO_B_JIAN_20070518_01,STEREO-B,2007-05-17T21:23Z,2007-05-18T12:12Z,2007-05-19T12:30Z,,,1.0563,-2.8,-2.94,,,,,,,,,,,690.8,517.9,120.4,16.8,9.1,3.1,-11.7,-0.3,4.1,24.3
495,SIR_STEREO_B_JIAN_20070602_01,STEREO-B,2007-05-31T18:00Z,2007-06-02T09:49Z,2007-06-05T00:00Z,,,1.0656,-3.78,-1.33,,,,,,,,,,,631.1,414.0,88.6,12.8,6.3,2.4,-9.8,1.0,3.5,62.18
496,SIR_STEREO_B_JIAN_20070614_01,STEREO-B,2007-06-12T16:00Z,2007-06-14T10:15Z,2007-06-15T01:00Z,,,1.0721,-4.7,0.01,,,,,,,,,,,647.0,413.8,114.9,12.5,6.8,2.0,-9.9,-0.4,3.1,14.75
497,SIR_STEREO_B_JIAN_20070622_01,STEREO-B,2007-06-21T06:00Z,2007-06-22T05:47Z,2007-06-23T09:00Z,,,1.0757,-5.35,0.88,,,,,,,,,,,664.2,482.9,69.2,12.8,5.0,2.4,-10.3,0.1,2.9,27.22
498,SIR_STEREO_B_JIAN_20070629_01,STEREO-B,2007-06-28T08:45Z,2007-06-29T14:07Z,2007-06-30T12:11Z,,,1.0787,-5.99,1.67,,,,,,,,,,,592.3,433.4,70.8,10.7,5.5,1.5,-8.0,0.2,2.2,22.07
499,SIR_STEREO_B_JIAN_20070703_01,STEREO-B,2007-07-03T03:30Z,2007-07-03T16:55Z,2007-07-04T08:00Z,,,1.0802,-6.37,2.11,,,,,,,,,,,666.6,504.6,83.1,10.5,6.7,1.5,-8.6,-1.2,3.5,15.08
500,SIR_STEREO_B_JIAN_20070710_01,STEREO-B,2007-07-10T15:00Z,2007-07-10T18:09Z,2007-07-11T07:45Z,,,1.0823,-7.03,2.83,,,,,,,,,,,716.1,470.6,93.2,19.3,10.6,3.9,-9.9,3.2,6.1,13.6
501,SIR_STEREO_B_JIAN_20070714_01,STEREO-B,2007-07-13T22:00Z,2007-07-14T09:31Z,2007-07-15T05:40Z,,,1.0832,-7.39,3.2,,,,,,,,,,,591.8,466.9,44.0,11.2,6.5,1.8,-7.4,-0.3,2.9,20.15
502,SIR_STEREO_B_JIAN_20070720_01,STEREO-B,2007-07-19T01:20Z,2007-07-20T03:31Z,2007-07-20T18:04Z,,,1.0844,-7.97,3.75,,,,,,,,,,,598.8,372.5,88.4,16.7,5.8,3.7,-16.0,-0.7,4.4,14.55
503,SIR_STEREO_B_JIAN_20070726_01,STEREO-B,2007-07-26T01:40Z,2007-07-26T13:56Z,2007-07-27T02:30Z,,,1.0853,-8.63,4.33,,,,,,,,,,,490.0,393.8,54.5,13.5,7.1,2.3,-11.0,-0.3,4.9,12.57
504,SIR_STEREO_B_JIAN_20070728_01,STEREO-B,2007-07-28T14:25Z,2007-07-28T22:32Z,2007-07-30T10:00Z,,,1.0856,-8.88,4.53,,,,,,,,,,,604.0,482.3,66.5,9.1,5.9,1.6,-6.7,-0.6,2.5,35.47
505,SIR_STEREO_B_JIAN_20070806_01,STEREO-B,2007-08-05T02:30Z,2007-08-06T12:18Z,2007-08-07T05:00Z,,,1.0859,-9.79,5.23,,,,,,,,,,,698.9,419.7,133.5,14.8,5.5,3.3,-10.5,0.3,3.1,16.7
506,SIR_STEREO_B_JIAN_20070814_01,STEREO-B,2007-08-14T11:02Z,2007-08-14T20:37Z,2007-08-15T03:00Z,,,1.0855,-10.71,5.82,,,,,,,,,,,485.5,395.2,49.3,13.7,5.7,2.4,-11.1,-0.2,2.8,6.38
507,SIR_STEREO_B_JIAN_20070824_01,STEREO-B,2007-08-24T14:16Z,2007-08-24T22:17Z,2007-08-26T18:10Z,,,1.0841,-11.82,6.41,,,,,,,,,,,722.4,471.7,86.3,11.5,7.1,1.5,-9.2,-0.4,3.4,43.88
508,SIR_STEREO_B_JIAN_20070831_01,STEREO-B,2007-08-30T23:50Z,2007-08-31T18:34Z,2007-09-02T00:10Z,,,1.0825,-12.59,6.74,,,,,,,,,,,666.0,437.9,102.6,10.1,5.9,1.6,-6.6,-0.7,3.1,29.6
509,SIR_STEREO_B_JIAN_20070919_01,STEREO-B,2007-09-19T18:15Z,2007-09-19T19:48Z,2007-09-20T14:30Z,,,1.0758,-14.69,7.26,,,,,,,,,,,618.7,490.7,68.3,15.4,8.5,3.1,-11.6,-0.4,4.6,18.7
510,SIR_STEREO_B_JIAN_20070926_01,STEREO-B,2007-09-26T15:45Z,2007-09-26T18:45Z,2007-09-29T07:55Z,,,1.0726,-15.43,7.31,,,,,,,,,,,699.5,540.7,73.8,13.3,5.2,1.6,-10.4,0.1,2.2,61.17
511,SIR_STEREO_B_JIAN_20071017_01,STEREO-B,2007-10-16T04:00Z,2007-10-17T10:55Z,2007-10-18T12:00Z,,,1.061,-17.52,6.94,,,,,,,,,,,693.9,502.7,96.9,11.2,6.2,1.7,-6.9,-0.2,2.6,25.08
512,SIR_STEREO_B_JIAN_20071024_01,STEREO-B,2007-10-24T11:20Z,2007-10-24T23:26Z,2007-10-25T11:06Z,,,1.0562,-18.21,6.63,,,,,,,,,,,663.1,499.7,96.4,11.5,6.8,1.8,-7.5,0.3,2.7,11.67
513,SIR_STEREO_B_JIAN_20071112_01,STEREO-B,2007-11-11T00:14Z,2007-11-12T11:26Z,2007-11-13T22:00Z,,,1.0437,-19.76,5.45,,,,,,,,,,,609.7,386.4,82.7,9.9,5.5,2.0,-8.8,-0.9,2.7,34.57
514,SIR_STEREO_B_JIAN_20071119_01,STEREO-B,2007-11-19T13:49Z,2007-11-19T22:46Z,2007-11-21T04:00Z,,,1.0384,-20.31,4.82,,,,,,,,,,,663.5,482.2,90.7,17.1,9.1,3.8,-13.3,-1.3,5.6,29.23
515,SIR_STEREO_B_JIAN_20071123_01,STEREO-B,2007-11-23T08:00Z,2007-11-23T20:48Z,2007-11-24T15:00Z,,,1.0357,-20.58,4.46,,,,,,,,,,,586.6,480.4,47.5,8.8,5.3,1.4,-6.0,-1.2,2.0,18.2
516,SIR_STEREO_B_JIAN_20071209_01,STEREO-B,2007-12-08T05:58Z,2007-12-09T16:21Z,2007-12-10T11:46Z,,,1.0251,-21.57,2.81,,,,,,,,,,,698.6,414.5,133.3,15.9,7.2,3.2,-13.9,0.5,4.2,19.42
517,SIR_STEREO_B_JIAN_20071216_01,STEREO-B,2007-12-16T00:16Z,2007-12-16T08:21Z,2007-12-16T20:44Z,,,1.0208,-21.93,2.04,,,,,,,,,,,609.8,472.9,66.4,12.5,7.9,1.8,-8.4,0.3,3.6,12.38
518,SIR_STEREO_B_JIAN_20080103_01,STEREO-B,2008-01-03T07:45Z,2008-01-03T22:21Z,2008-01-05T00:00Z,,,1.0106,-22.75,-0.23,,,,,,,,,,,740.8,546.1,122.1,19.1,8.4,3.4,-14.3,0.1,4.4,25.65
519,SIR_STEREO_B_JIAN_20080110_01,STEREO-B,2008-01-10T03:00Z,2008-01-10T12:25Z,2008-01-11T02:00Z,,,1.0076,-22.99,-1.06,,,,,,,,,,,654.2,466.1,55.0,9.4,5.7,1.7,-8.8,-0.2,3.7,13.58
520,SIR_STEREO_B_JIAN_20080130_01,STEREO-B,2008-01-29T21:50Z,2008-01-30T08:27Z,2008-01-31T11:00Z,,,1.0014,-23.51,-3.44,,,,,,,,,,,731.9,541.0,117.6,19.0,8.6,3.8,-12.5,-0.3,4.3,26.55
521,SIR_STEREO_B_JIAN_20080209_01,STEREO-B,2008-02-09T03:22Z,2008-02-09T09:26Z,2008-02-09T18:42Z,,,0.9999,-23.68,-4.51,,,,,,,,,,,705.5,515.5,105.5,17.7,10.0,3.0,-11.1,0.1,5.1,9.27
522,SIR_STEREO_B_JIAN_20080227_01,STEREO-B,2008-02-26T22:21Z,2008-02-27T07:53Z,2008-02-28T09:14Z,,,1.0004,-23.84,-6.07,,,,,,,,,,,702.1,553.5,96.4,18.6,9.4,2.6,-16.3,0.4,4.3,25.35
523,SIR_STEREO_B_JIAN_20080306_01,STEREO-B,2008-03-05T05:00Z,2008-03-06T19:22Z,2008-03-07T07:54Z,,,1.0019,-23.87,-6.6,,,,,,,,,,,731.9,415.5,128.2,16.9,7.2,4.0,-12.1,-0.3,4.2,12.53
524,SIR_STEREO_B_JIAN_20080325_01,STEREO-B,2008-03-24T21:00Z,2008-03-25T02:03Z,2008-03-25T17:00Z,,,1.008,-23.87,-7.25,,,,,,,,,,,700.7,567.0,83.5,15.0,7.2,2.9,-11.3,0.2,4.0,14.95
525,SIR_STEREO_B_JIAN_20080402_01,STEREO-B,2008-04-01T20:00Z,2008-04-02T05:44Z,2008-04-04T07:42Z,,,1.0118,-23.87,-7.3,,,,,,,,,,,697.9,489.1,106.3,11.5,7.2,1.7,-8.3,-0.5,3.7,49.97
526,SIR_STEREO_B_JIAN_20080415_01,STEREO-B,2008-04-15T08:40Z,2008-04-15T12:09Z,2008-04-16T07:00Z,,,1.0191,-23.9,-7.09,,,,,,,,,,,668.2,531.7,69.9,12.2,7.0,2.3,-8.9,-2.3,3.0,18.85
527,SIR_STEREO_B_JIAN_20080422_01,STEREO-B,2008-04-21T22:00Z,2008-04-22T19:38Z,2008-04-22T22:40Z,,,1.0237,-23.95,-6.82,,,,,,,,,,,621.2,455.4,63.9,12.6,7.3,1.9,-8.2,0.4,3.8,3.03
528,SIR_STEREO_B_JIAN_20080514_01,STEREO-B,2008-05-12T16:43Z,2008-05-14T13:25Z,2008-05-15T02:00Z,,,1.0383,-24.31,-5.46,,,,,,,,,,,603.9,430.8,65.4,10.3,4.8,1.8,-7.4,-0.4,2.5,12.58
529,SIR_STEREO_B_JIAN_20080519_01,STEREO-B,2008-05-18T23:00Z,2008-05-19T17:46Z,2008-05-20T06:00Z,,,1.042,-24.45,-5.03,,,,,,,,,,,688.7,508.7,91.2,12.9,6.5,2.2,-9.1,-0.2,3.2,12.23
530,SIR_STEREO_B_JIAN_20080527_01,STEREO-B,2008-05-27T00:50Z,2008-05-27T11:35Z,2008-05-28T05:00Z,,,1.0474,-24.71,-4.34,,,,,,,,,,,477.1,402.8,36.2,13.7,8.2,3.0,-9.9,1.7,4.7,17.42
531,SIR_STEREO_B_JIAN_20080530_01,STEREO-B,2008-05-30T02:00Z,2008-05-30T10:16Z,2008-05-30T23:00Z,,,1.0494,-24.83,-4.05,,,,,,,,,,,677.1,542.7,65.4,13.0,5.7,1.9,-8.7,0.9,2.8,12.73
532,SIR_STEREO_B_JIAN_20080613_01,STEREO-B,2008-06-12T21:35Z,2008-06-13T19:08Z,2008-06-15T08:10Z,,,1.0589,-25.53,-2.59,,,,,,,,,,,759.7,546.6,114.8,12.7,7.2,1.9,-11.9,0.4,3.8,37.03
533,SIR_STEREO_B_JIAN_20080625_01,STEREO-B,2008-06-24T13:00Z,2008-06-25T04:57Z,2008-06-28T16:00Z,,,1.0659,-26.24,-1.34,,,,,,,,,,,660.2,456.0,91.3,16.9,5.1,2.2,-9.7,-0.1,2.5,83.05
534,SIR_STEREO_B_JIAN_20080710_01,STEREO-B,2008-07-09T11:25Z,2008-07-10T07:54Z,2008-07-10T21:00Z,,,1.0739,-27.41,0.34,,,,,,,,,,,620.1,430.4,109.2,14.2,7.2,2.1,-11.6,0.7,4.2,13.1
535,SIR_STEREO_B_JIAN_20080719_01,STEREO-B,2008-07-19T07:28Z,2008-07-19T14:25Z,2008-07-19T23:00Z,,,1.0779,-28.24,1.36,,,,,,,,,,,441.8,389.2,34.5,12.1,6.9,2.0,-9.2,0.7,3.8,8.58
536,SIR_STEREO_B_JIAN_20080721_01,STEREO-B,2008-07-20T22:27Z,2008-07-21T00:22Z,2008-07-21T10:31Z,,,1.0785,-28.38,1.51,,,,,,,,,,,590.9,505.2,43.3,15.3,8.0,2.7,-11.3,-1.2,5.2,10.15
537,SIR_STEREO_B_JIAN_20080725_01,STEREO-B,2008-07-25T12:00Z,2008-07-25T20:02Z,2008-07-26T12:00Z,,,1.0802,-28.85,2.02,,,,,,,,,,,539.3,439.1,47.5,9.4,5.4,1.8,-8.6,-0.8,3.2,15.97
538,SIR_STEREO_B_JIAN_20080807_01,STEREO-B,2008-08-06T21:17Z,2008-08-07T02:35Z,2008-08-07T16:00Z,,,1.0837,-30.14,3.27,,,,,,,,,,,704.6,553.2,75.7,15.1,7.6,2.3,-8.4,0.1,3.5,13.42
539,SIR_STEREO_B_JIAN_20080816_01,STEREO-B,2008-08-16T01:16Z,2008-08-16T03:15Z,2008-08-16T14:00Z,,,1.0853,-31.16,4.12,,,,,,,,,,,548.8,447.2,58.4,17.9,10.7,4.2,-15.7,-3.0,5.9,10.75
540,SIR_STEREO_B_JIAN_20080901_01,STEREO-B,2008-09-01T03:40Z,2008-09-01T11:55Z,2008-09-02T02:20Z,,,1.0861,-33.11,5.45,,,,,,,,,,,604.4,432.5,90.8,14.2,7.6,2.6,-9.1,1.5,3.9,14.42
541,SIR_STEREO_B_JIAN_20080912_01,STEREO-B,2008-09-11T17:00Z,2008-09-12T20:12Z,2008-09-13T11:00Z,,,1.085,-34.5,6.19,,,,,,,,,,,601.9,421.0,105.4,12.8,5.8,2.4,-6.8,0.1,2.5,14.8
542,SIR_STEREO_B_JIAN_20080928_01,STEREO-B,2008-09-28T02:25Z,2008-09-28T16:01Z,2008-09-29T16:00Z,,,1.0813,-36.45,6.93,,,,,,,,,,,671.7,469.9,90.8,10.5,7.0,1.5,-9.0,-1.0,4.2,23.98
543,SIR_STEREO_B_JIAN_20081009_01,STEREO-B,2008-10-07T20:00Z,2008-10-09T03:38Z,2008-10-10T06:00Z,,,1.0776,-37.72,7.21,,,,,,,,,,,600.4,407.6,93.1,12.4,5.4,2.0,-10.2,0.1,2.9,26.37
544,SIR_STEREO_B_JIAN_20081026_01,STEREO-B,2008-10-24T15:10Z,2008-10-26T15:56Z,2008-10-27T12:00Z,,,1.0693,-39.73,7.27,,,,,,,,,,,726.9,454.6,134.9,13.0,5.5,1.8,-7.3,0.3,3.0,20.07
545,SIR_STEREO_B_JIAN_20081104_01,STEREO-B,2008-11-03T12:00Z,2008-11-04T18:57Z,2008-11-05T16:00Z,,,1.0641,-40.71,7.09,,,,,,,,,,,540.1,398.7,75.0,8.2,4.5,1.5,-6.6,-0.2,2.1,21.05
546,SIR_STEREO_B_JIAN_20081112_01,STEREO-B,2008-11-11T21:10Z,2008-11-12T03:05Z,2008-11-13T00:00Z,,,1.0596,-41.46,6.84,,,,,,,,,,,521.0,427.1,50.3,11.7,6.3,2.3,-10.8,-1.0,3.4,20.92
547,SIR_STEREO_B_JIAN_20081122_01,STEREO-B,2008-11-21T21:17Z,2008-11-22T02:43Z,2008-11-23T21:00Z,,,1.0531,-42.42,6.35,,,,,,,,,,,609.1,443.3,69.6,12.0,6.3,1.8,-9.5,-0.6,3.4,42.28
548,SIR_STEREO_B_JIAN_20081201_01,STEREO-B,2008-11-30T18:21Z,2008-12-01T01:21Z,2008-12-01T17:00Z,,,1.0469,-43.22,5.78,,,,,,,,,,,533.8,416.1,58.1,12.6,6.6,2.4,-8.2,-0.1,2.7,15.65
549,SIR_STEREO_B_JIAN_20081209_01,STEREO-B,2008-12-07T04:35Z,2008-12-09T01:49Z,2008-12-10T00:00Z,,,1.0414,-43.89,5.15,,,,,,,,,,,603.0,395.1,108.2,20.2,7.1,3.9,-20.0,1.0,5.2,22.18
550,SIR_STEREO_B_JIAN_20081219_01,STEREO-B,2008-12-18T12:00Z,2008-12-19T12:32Z,2008-12-20T14:00Z,,,1.0341,-44.69,4.2,,,,,,,,,,,598.0,467.1,75.0,9.3,5.8,1.4,-7.0,-0.2,2.9,25.47
551,SIR_STEREO_B_JIAN_20081228_01,STEREO-B,2008-12-27T16:55Z,2008-12-28T02:29Z,2008-12-28T16:00Z,,,1.0283,-45.29,3.32,,,,,,,,,,,504.0,408.1,55.5,14.4,6.4,2.6,-11.7,0.5,4.3,13.52
552,SIR_STEREO_B_JIAN_20090105_01,STEREO-B,2009-01-04T12:00Z,2009-01-05T20:51Z,2009-01-06T12:00Z,,,1.0226,-45.84,2.34,,,,,,,,,,,538.6,395.8,76.5,10.1,4.5,2.2,-9.2,-0.2,2.6,15.15
553,SIR_STEREO_B_JIAN_20090114_01,STEREO-B,2009-01-14T04:00Z,2009-01-14T12:29Z,2009-01-15T08:00Z,,,1.0174,-46.33,1.31,,,,,,,,,,,623.3,484.5,96.9,13.2,6.3,3.0,-12.4,0.2,4.6,19.52
554,SIR_STEREO_B_JIAN_20090123_01,STEREO-B,2009-01-23T11:00Z,2009-01-23T15:07Z,2009-01-24T04:00Z,,,1.0124,-46.77,0.18,,,,,,,,,,,428.0,352.8,48.2,14.2,6.5,3.0,-12.3,-0.0,5.0,12.88
555,SIR_STEREO_B_JIAN_20090203_01,STEREO-B,2009-02-01T12:00Z,2009-02-03T06:42Z,2009-02-04T12:00Z,,,1.0075,-47.2,-1.15,,,,,,,,,,,438.6,347.6,53.7,10.1,5.6,1.8,-8.4,-0.9,2.5,29.3
556,SIR_STEREO_B_JIAN_20090210_01,STEREO-B,2009-02-10T13:15Z,2009-02-10T22:44Z,2009-02-11T10:21Z,,,1.0046,-47.43,-2.09,,,,,,,,,,,601.2,419.6,102.5,18.0,8.3,3.9,-15.3,0.9,4.6,11.62
557,SIR_STEREO_B_JIAN_20090224_01,STEREO-B,2009-02-23T22:00Z,2009-02-24T10:07Z,2009-02-25T02:00Z,,,1.0011,-47.72,-3.66,,,,,,,,,,,560.0,425.6,77.8,9.7,6.3,1.8,-7.4,-1.1,2.6,15.88
558,SIR_STEREO_B_JIAN_20090310_01,STEREO-B,2009-03-09T15:45Z,2009-03-10T07:07Z,2009-03-10T14:47Z,,,0.9997,-47.82,-5.08,,,,,,,,,,,576.6,400.8,93.5,18.5,8.6,3.2,-14.3,-0.1,4.6,7.67
559,SIR_STEREO_B_JIAN_20090317_01,STEREO-B,2009-03-16T18:00Z,2009-03-17T20:20Z,2009-03-18T06:00Z,,,0.9999,-47.8,-5.73,,,,,,,,,,,466.6,362.7,48.9,10.3,5.8,2.1,-8.7,-0.3,3.3,9.67
560,SIR_STEREO_B_JIAN_20090324_01,STEREO-B,2009-03-22T22:00Z,2009-03-24T14:38Z,2009-03-25T06:00Z,,,1.0008,-47.75,-6.22,,,,,,,,,,,514.6,387.8,48.5,9.7,4.9,2.1,-7.8,-0.6,2.9,15.37
561,SIR_STEREO_B_JIAN_20090330_01,STEREO-B,2009-03-30T00:00Z,2009-03-30T13:24Z,2009-04-01T18:00Z,,,1.0019,-47.68,-6.59,,,,,,,,,,,554.1,405.1,78.6,12.3,6.3,3.0,-9.9,-0.4,3.9,52.6
562,SIR_STEREO_B_JIAN_20090404_01,STEREO-B,2009-04-04T06:00Z,2009-04-04T17:09Z,2009-04-05T12:00Z,,,1.0032,-47.6,-6.85,,,,,,,,,,,484.4,394.4,50.9,8.5,4.9,1.8,-5.4,-0.1,2.1,18.85
563,SIR_STEREO_B_JIAN_20090413_01,STEREO-B,2009-04-12T22:00Z,2009-04-13T10:27Z,2009-04-14T20:30Z,,,1.0062,-47.44,-7.15,,,,,,,,,,,565.3,394.4,67.8,13.7,6.6,2.7,-10.9,0.1,4.1,34.05
564,SIR_STEREO_B_JIAN_20090502_01,STEREO-B,2009-05-01T20:00Z,2009-05-02T12:00Z,2009-05-03T11:00Z,,,1.0151,-47.09,-7.25,,,,,,,,,,,500.3,401.4,49.5,8.1,4.6,1.3,-6.4,-0.1,2.2,23.0
565,SIR_STEREO_B_JIAN_20090519_01,STEREO-B,2009-05-18T19:00Z,2009-05-19T12:47Z,2009-05-20T10:00Z,,,1.0254,-46.89,-6.69,,,,,,,,,,,570.7,406.5,87.7,15.2,6.3,2.8,-11.6,-1.5,3.6,21.22
566,SIR_STEREO_B_JIAN_20090606_01,STEREO-B,2009-06-05T09:30Z,2009-06-06T00:42Z,2009-06-06T14:00Z,,,1.0373,-46.95,-5.58,,,,,,,,,,,419.0,338.3,44.7,13.6,5.5,2.9,-12.5,-0.1,3.4,13.3
567,SIR_STEREO_B_JIAN_20090621_01,STEREO-B,2009-06-21T13:00Z,2009-06-21T21:35Z,2009-06-22T08:00Z,,,1.0483,-47.33,-4.2,,,,,,,,,,,416.0,338.7,24.7,13.6,6.6,1.7,-10.1,-1.8,4.1,10.42
568,SIR_STEREO_B_JIAN_20090626_01,STEREO-B,2009-06-26T04:00Z,2009-06-26T10:00Z,2009-06-27T00:00Z,,,1.0514,-47.5,-3.76,,,,,,,,,,,398.9,356.4,18.7,10.0,5.3,2.4,-6.0,-0.8,2.0,14.0
569,SIR_STEREO_B_JIAN_20090718_01,STEREO-B,2009-07-18T11:35Z,2009-07-18T16:47Z,2009-07-19T02:09Z,,,1.0656,-48.79,-1.4,,,,,,,,,,,571.9,441.2,39.2,19.2,11.2,4.1,-12.8,-2.8,5.5,9.37
570,SIR_STEREO_B_JIAN_20090814_01,STEREO-B,2009-08-13T06:00Z,2009-08-14T04:22Z,2009-08-16T04:00Z,,,1.0786,-51.21,1.52,,,,,,,,,,,566.2,370.0,71.4,12.0,5.7,2.4,-7.8,-1.3,2.8,47.63
571,SIR_STEREO_B_JIAN_20090912_01,STEREO-B,2009-09-12T00:00Z,2009-09-12T10:05Z,2009-09-12T21:00Z,,,1.0858,-54.72,4.4,,,,,,,,,,,519.2,408.2,61.0,13.2,6.9,2.3,-11.3,-1.9,3.9,10.92
572,SIR_STEREO_B_JIAN_20090924_01,STEREO-B,2009-09-22T08:00Z,2009-09-24T05:44Z,2009-09-24T16:00Z,,,1.0862,-56.28,5.35,,,,,,,,,,,364.1,303.2,20.8,8.9,3.8,1.6,-5.9,-0.4,2.2,10.27
573,SIR_STEREO_B_JIAN_20091007_01,STEREO-B,2009-10-06T05:23Z,2009-10-07T00:42Z,2009-10-07T12:00Z,,,1.0851,-57.99,6.2,,,,,,,,,,,487.5,352.7,58.3,14.4,6.5,3.8,-13.3,-0.6,5.2,11.3
574,SIR_STEREO_B_JIAN_20091027_01,STEREO-B,2009-10-26T11:28Z,2009-10-27T01:31Z,2009-10-27T09:21Z,,,1.08,-60.62,7.06,,,,,,,,,,,383.4,335.2,15.8,8.8,4.8,1.9,-7.9,0.9,3.1,7.83
575,SIR_STEREO_B_JIAN_20091103_01,STEREO-B,2009-11-03T01:08Z,2009-11-03T06:54Z,2009-11-04T12:00Z,,,1.0772,-61.54,7.23,,,,,,,,,,,509.3,395.2,51.3,8.6,5.0,1.3,-6.0,-0.2,2.8,29.1
576,SIR_STEREO_B_JIAN_20091115_01,STEREO-B,2009-11-15T00:00Z,2009-11-15T22:21Z,2009-11-16T09:00Z,,,1.0713,-63.08,7.3,,,,,,,,,,,619.1,449.4,91.5,10.7,5.0,2.1,-7.9,-1.4,2.9,10.65
577,SIR_STEREO_B_JIAN_20091201_01,STEREO-B,2009-11-29T20:00Z,2009-12-01T02:36Z,2009-12-01T16:00Z,,,1.0628,-64.81,7.02,,,,,,,,,,,487.0,362.3,47.4,10.2,5.1,2.1,-7.8,-0.1,2.4,13.4
578,SIR_STEREO_B_JIAN_20091209_01,STEREO-B,2009-12-08T18:30Z,2009-12-09T07:51Z,2009-12-10T06:00Z,,,1.0576,-65.68,6.71,,,,,,,,,,,482.0,362.8,56.3,9.1,6.5,1.3,-8.2,-2.8,3.0,22.15
579,SIR_STEREO_B_JIAN_20091213_01,STEREO-B,2009-12-12T20:05Z,2009-12-13T05:29Z,2009-12-13T19:50Z,,,1.0551,-66.08,6.51,,,,,,,,,,,617.2,418.1,46.4,8.7,6.1,1.0,-6.5,-0.1,2.6,14.35
580,SIR_STEREO_B_JIAN_20091220_01,STEREO-B,2009-12-19T23:00Z,2009-12-20T14:06Z,2009-12-21T15:00Z,,,1.0501,-66.81,6.09,,,,,,,,,,,429.9,314.3,39.9,9.3,4.9,1.8,-8.5,-1.3,3.3,24.9
581,SIR_STEREO_B_JIAN_20100101_01,STEREO-B,2009-12-31T19:00Z,2010-01-01T11:59Z,2010-01-02T07:00Z,,,1.0419,-67.9,5.21,,,,,,,,,,,475.1,376.7,36.7,7.7,4.7,1.4,-6.9,-1.6,2.5,19.02
582,SIR_STEREO_B_JIAN_20100106_01,STEREO-B,2010-01-05T21:36Z,2010-01-06T16:02Z,2010-01-06T19:00Z,,,1.0382,-68.34,4.76,,,,,,,,,,,624.6,413.4,97.9,17.2,8.9,3.2,-11.1,-0.9,4.8,2.97
583,SIR_STEREO_B_JIAN_20100115_01,STEREO-B,2010-01-15T08:00Z,2010-01-15T14:16Z,2010-01-16T14:00Z,,,1.0321,-69.05,3.9,,,,,,,,,,,593.2,441.5,67.2,9.8,5.4,1.5,-9.0,-0.9,3.2,23.73
584,SIR_STEREO_B_JIAN_20100125_01,STEREO-B,2010-01-24T08:00Z,2010-01-25T02:23Z,2010-01-26T00:56Z,,,1.0257,-69.73,2.89,,,,,,,,,,,488.9,375.9,57.0,9.1,5.2,1.4,-7.1,0.6,2.3,22.55
585,SIR_STEREO_B_JIAN_20100201_01,STEREO-B,2010-01-31T20:50Z,2010-02-01T09:43Z,2010-02-02T18:00Z,,,1.0211,-70.2,2.05,,,,,,,,,,,739.5,554.0,83.6,11.0,6.4,1.6,-7.9,-0.5,3.4,32.28
586,SIR_STEREO_B_JIAN_20100213_01,STEREO-B,2010-02-13T11:52Z,2010-02-13T18:45Z,2010-02-14T07:50Z,,,1.0144,-70.82,0.64,,,,,,,,,,,491.7,443.5,13.5,9.6,8.4,0.5,-5.2,1.2,2.6,13.08
587,SIR_STEREO_B_JIAN_20100224_01,STEREO-B,2010-02-24T03:00Z,2010-02-24T13:24Z,2010-02-25T12:00Z,,,1.0087,-71.29,-0.8,,,,,,,,,,,427.3,323.7,35.8,10.4,6.7,1.6,-6.6,-1.0,2.7,22.6
588,SIR_STEREO_B_JIAN_20100302_01,STEREO-B,2010-03-01T18:00Z,2010-03-02T08:10Z,2010-03-03T10:00Z,,,1.0063,-71.46,-1.52,,,,,,,,,,,679.7,450.9,87.4,15.2,8.8,3.4,-14.6,-0.0,5.4,25.83
589,SIR_STEREO_B_JIAN_20100310_01,STEREO-B,2010-03-10T16:00Z,2010-03-10T23:57Z,2010-03-11T08:49Z,,,1.0034,-71.63,-2.57,,,,,,,,,,,638.1,416.1,75.7,14.0,9.7,2.5,-11.8,-2.5,4.6,8.87
