,icmecat_id,sc_insitu,icme_start_time,mo_start_time,mo_end_time,mo_sc_heliodistance,mo_sc_long_heeq,mo_sc_lat_heeq,icme_duration,icme_bmax,icme_bmean,icme_bstd,icme_speed_mean,icme_speed_std,mo_duration,mo_bmax,mo_bmean,mo_bstd,mo_bzmean,mo_bzmin,mo_bzstd,mo_bymean,mo_bystd,mo_speed_mean,mo_speed_std,mo_expansion_speed,mo_pdyn_mean,mo_pdyn_std,mo_density_mean,mo_density_std,mo_temperature_mean,mo_temperature_std,sheath_speed_mean,sheath_speed_std,sheath_density_mean,sheath_density_std,sheath_pdyn_mean,sheath_pdyn_std
597,ICME_MES_SGOOD_20090827_01,MESSENGER,2009-08-27T20:26Z,2009-08-28T01:22Z,2009-08-28T15:35Z,0.5636,-46.46,-2.17,19.15,21.8,16.8,2.1,,,14.22,21.8,17.3,2.0,3.2,-11.5,10.8,7.4,6.3,,,,,,,,,,,,,,,
598,ICME_MES_SGOOD_20090923_01,MESSENGER,2009-09-23T13:55Z,2009-09-23T13:55Z,2009-09-24T06:53Z,0.35,10.92,2.33,16.97,37.0,30.8,2.6,,,16.97,37.0,30.8,2.6,-8.4,-34.3,15.8,-18.7,5.5,,,,,,,,,,,,,,,
599,ICME_MES_SGOOD_20091226_01,MESSENGER,2009-12-26T16:33Z,2009-12-26T16:33Z,2009-12-27T18:21Z,0.4444,-123.85,0.13,25.8,23.6,18.7,2.8,,,25.8,23.6,18.7,2.8,11.4,-12.5,8.0,4.7,10.2,,,,,,,,,,,,,,,
600,ICME_MES_SGOOD_20100322_01,MESSENGER,2010-03-22T03:44Z,2010-03-22T08:49Z,2010-03-22T22:04Z,0.5523,100.1,-2.46,18.33,31.8,26.4,5.8,,,13.25,31.8,29.4,2.0,-10.2,-26.7,15.0,10.4,14.2,,,,,,,,,,,,,,,
601,ICME_MES_SGOOD_20100618_01,MESSENGER,2010-06-18T23:50Z,2010-06-19T10:40Z,2010-06-19T23:49Z,0.5621,-18.8,-3.31,23.98,30.6,19.1,6.2,,,13.15,30.6,22.6,4.2,-15.6,-21.2,3.2,-10.6,5.7,,,,,,,,,,,,,,,
602,ICME_MES_SGOOD_20100830_01,MESSENGER,2010-08-30T16:53Z,2010-08-30T16:53Z,2010-08-31T12:37Z,0.3721,179.84,-0.48,19.73,35.3,29.3,4.5,,,19.73,35.3,29.3,4.5,1.8,-32.0,11.1,-19.1,7.7,,,,,,,,,,,,,,,
603,ICME_MES_SGOOD_20101105_01,MESSENGER,2010-11-05T11:46Z,2010-11-05T16:52Z,2010-11-06T13:07Z,0.4675,-81.77,-0.43,25.35,54.6,40.5,10.3,,,20.25,54.6,43.6,8.6,-25.9,-42.8,19.4,-19.7,20.6,,,,,,,,,,,,,,,
604,ICME_MES_SGOOD_20101208_01,MESSENGER,2010-12-08T19:27Z,2010-12-09T01:48Z,2010-12-09T14:25Z,0.334,53.23,1.08,18.97,64.7,37.4,11.3,,,12.62,64.7,43.7,3.7,-18.1,-60.0,19.0,-18.5,14.7,,,,,,,,,,,,,,,
605,ICME_MES_SGOOD_20101213_01,MESSENGER,2010-12-13T04:19Z,2010-12-13T11:44Z,2010-12-13T16:45Z,0.3649,71.37,-0.23,12.43,60.1,38.3,12.1,,,5.02,53.5,45.7,5.7,-33.2,-53.1,10.6,-28.3,9.6,,,,,,,,,,,,,,,
606,ICME_MES_SGOOD_20110105_01,MESSENGER,2011-01-05T08:16Z,2011-01-05T08:16Z,2011-01-06T03:57Z,0.5247,120.58,-3.27,19.68,27.2,22.4,3.1,,,19.68,27.2,22.4,3.1,4.6,-19.2,13.5,-15.3,7.4,,,,,,,,,,,,,,,
607,ICME_MES_SGOOD_20110212_01,MESSENGER,2011-02-12T05:29Z,2011-02-12T05:29Z,2011-02-12T17:36Z,0.5124,160.02,-1.47,12.12,47.3,37.3,6.7,,,12.12,47.3,37.3,6.7,-4.5,-33.3,18.3,-15.9,15.1,,,,,,,,,,,,,,,
608,ICME_MES_SGOOD_20110309_01,MESSENGER,2011-03-09T02:07Z,2011-03-09T02:07Z,2011-03-09T12:29Z,0.3338,-135.75,3.02,10.37,90.9,70.0,9.1,,,10.37,90.9,70.0,9.1,-19.8,-79.7,38.2,44.0,24.0,,,,,,,,,,,,,,,
609,ICME_MES_WINSLOW_20110519_01,MESSENGER,2011-05-19T11:50Z,2011-05-19T15:00Z,2011-05-20T10:36Z,0.4119,80.35,-0.57,22.77,72.6,48.0,10.9,,,19.6,72.6,52.4,8.0,-8.8,-36.5,14.0,-2.5,18.0,,,,,,,,,,,,,,,
610,ICME_MES_WINSLOW_20110604_01,MESSENGER,2011-06-04T15:12Z,2011-06-04T16:15Z,2011-06-05T00:43Z,0.3249,137.38,2.99,9.52,118.4,79.7,17.8,,,8.47,118.4,77.5,17.1,-58.0,-100.1,18.0,-18.3,32.4,,,,,,,,,,,,,,,
611,ICME_MES_WINSLOW_20110605_01,MESSENGER,2011-06-05T03:31Z,2011-06-05T04:29Z,2011-06-05T12:45Z,0.3228,139.81,3.07,9.23,281.3,117.0,41.3,,,8.27,169.9,108.8,23.1,-5.7,-135.8,52.0,0.9,50.3,,,,,,,,,,,,,,,
612,ICME_MES_WINSLOW_20110608_01,MESSENGER,2011-06-08T04:25Z,2011-06-08T05:39Z,2011-06-08T10:06Z,0.3128,155.11,3.35,5.68,76.3,48.6,11.4,,,4.45,67.8,44.7,9.1,-10.7,-52.3,12.7,9.2,21.5,,,,,,,,,,,,,,,
613,ICME_MES_WINSLOW_20110621_01,MESSENGER,2011-06-21T18:01Z,2011-06-21T20:39Z,2011-06-22T16:07Z,0.3336,-134.92,0.76,22.1,67.6,51.5,6.3,,,19.47,67.6,50.7,6.0,-7.0,-36.0,16.3,27.6,17.9,,,,,,,,,,,,,,,
614,ICME_MES_WINSLOW_20110906_01,MESSENGER,2011-09-06T23:33Z,2011-09-07T01:34Z,2011-09-07T09:56Z,0.308,86.04,3.3,10.38,106.4,67.3,11.4,,,8.37,95.7,64.8,10.4,22.7,-18.8,11.7,-57.3,11.1,,,,,,,,,,,,,,,
615,ICME_MES_WINSLOW_20110922_01,MESSENGER,2011-09-22T10:24Z,2011-09-22T12:46Z,2011-09-22T21:41Z,0.359,159.4,-0.61,11.28,78.4,35.6,9.3,,,8.92,78.4,33.3,8.7,6.3,-25.0,10.0,25.9,9.2,,,,,,,,,,,,,,,
616,ICME_MES_WINSLOW_20111005_01,MESSENGER,2011-10-05T02:32Z,2011-10-05T06:02Z,2011-10-05T12:32Z,0.4275,-163.81,-2.94,10.0,103.6,51.8,20.3,,,6.5,57.5,38.6,9.5,10.6,-26.4,18.6,10.1,19.2,,,,,,,,,,,,,,,
617,ICME_MES_WINSLOW_20111015_01,MESSENGER,2011-10-15T08:26Z,2011-10-15T11:13Z,2011-10-16T06:43Z,0.4602,-143.04,-3.39,22.28,89.6,58.0,11.9,,,19.5,89.6,59.2,11.7,-45.2,-64.1,15.1,11.9,30.4,,,,,,,,,,,,,,,
618,ICME_MES_WINSLOW_20111104_01,MESSENGER,2011-11-04T15:09Z,2011-11-04T17:22Z,2011-11-05T15:40Z,0.4419,-105.8,-1.8,24.52,60.5,34.4,7.2,,,22.3,54.9,34.6,6.5,8.9,-32.8,21.6,15.3,16.0,,,,,,,,,,,,,,,
619,ICME_MES_WINSLOW_20111114_01,MESSENGER,2011-11-14T02:06Z,2011-11-14T08:27Z,2011-11-14T22:59Z,0.3972,-82.79,0.03,20.88,48.9,34.0,7.4,,,14.53,48.9,43.7,2.9,12.7,0.3,4.8,38.1,3.8,,,,,,,,,,,,,,,
620,ICME_MES_SGOOD_20111117_01,MESSENGER,2011-11-17T18:18Z,2011-11-17T18:18Z,2011-11-18T14:24Z,0.3778,-72.59,0.82,20.1,74.1,42.7,6.9,,,20.1,74.1,42.7,6.9,-0.1,-41.1,32.3,12.1,21.3,,,,,,,,,,,,,,,
621,ICME_MES_WINSLOW_20111123_01,MESSENGER,2011-11-23T05:03Z,2011-11-23T07:35Z,2011-11-23T22:41Z,0.3461,-52.68,2.15,17.63,106.3,89.6,14.2,,,15.1,106.3,95.8,3.7,50.6,5.7,18.0,-76.7,14.4,,,,,,,,,,,,,,,
622,ICME_MES_WINSLOW_20111216_01,MESSENGER,2011-12-16T15:00Z,2011-12-16T16:23Z,2011-12-17T09:04Z,0.3433,60.69,0.18,18.07,60.4,44.8,6.9,,,16.68,60.4,45.2,6.9,-3.4,-54.7,25.8,28.0,16.4,,,,,,,,,,,,,,,
623,ICME_MES_WINSLOW_20111230_01,MESSENGER,2011-12-30T16:27Z,2011-12-30T18:13Z,2011-12-31T09:19Z,0.4208,104.63,-2.78,16.87,74.8,44.6,13.1,,,15.1,74.8,45.4,13.3,-0.9,-68.8,22.8,-31.5,23.6,,,,,,,,,,,,,,,
624,ICME_MES_WINSLOW_20120102_01,MESSENGER,2012-01-02T18:28Z,2012-01-02T19:54Z,2012-01-02T23:36Z,0.4344,111.59,-3.07,5.13,51.7,36.0,10.1,,,3.7,51.7,41.8,8.5,6.4,-28.7,15.7,31.1,14.6,,,,,,,,,,,,,,,
625,ICME_MES_WINSLOW_20120103_01,MESSENGER,2012-01-03T04:52Z,2012-01-03T07:53Z,2012-01-03T17:08Z,0.4364,112.67,-3.1,12.27,57.9,34.3,7.0,,,9.25,57.9,33.5,5.4,-4.1,-34.6,16.6,13.9,13.0,,,,,,,,,,,,,,,
626,ICME_MES_WINSLOW_20120103_02,MESSENGER,2012-01-03T17:56Z,2012-01-03T20:10Z,2012-01-04T11:21Z,0.4384,113.76,-3.14,17.42,44.1,32.6,5.0,,,15.18,44.1,32.8,5.1,11.3,-39.0,16.2,12.2,10.6,,,,,,,,,,,,,,,
627,ICME_MES_WINSLOW_20120206_01,MESSENGER,2012-02-06T23:30Z,2012-02-07T00:49Z,2012-02-07T09:08Z,0.4144,179.59,-0.66,9.63,61.6,50.9,5.3,,,8.32,61.6,52.0,4.6,-1.6,-39.6,15.9,12.2,45.8,,,,,,,,,,,,,,,
628,ICME_MES_WINSLOW_20120304_01,MESSENGER,2012-03-04T10:34Z,2012-03-04T14:36Z,2012-03-05T07:16Z,0.3093,-71.44,2.78,20.7,89.2,48.0,14.2,,,16.67,82.1,42.1,8.8,-0.5,-46.8,27.0,23.4,13.0,,,,,,,,,,,,,,,
629,ICME_MES_WINSLOW_20120305_01,MESSENGER,2012-03-05T12:28Z,2012-03-05T13:15Z,2012-03-06T03:16Z,0.311,-66.51,2.57,14.8,111.5,56.0,18.5,,,14.02,106.5,53.7,16.2,-8.0,-57.9,14.6,9.6,21.5,,,,,,,,,,,,,,,
630,ICME_MES_WINSLOW_20120307_01,MESSENGER,2012-03-07T04:37Z,2012-03-07T06:10Z,2012-03-07T14:52Z,0.3154,-57.79,2.13,10.25,129.5,89.0,27.0,,,8.7,129.5,88.4,28.1,-3.5,-32.3,8.8,1.2,18.0,,,,,,,,,,,,,,,
631,ICME_MES_WINSLOW_20120311_01,MESSENGER,2012-03-11T05:34Z,2012-03-11T06:31Z,2012-03-11T12:18Z,0.3312,-38.71,0.92,6.73,61.1,43.5,9.6,,,5.78,61.1,44.0,9.7,-15.6,-50.1,15.5,-28.6,17.8,,,,,,,,,,,,,,,
632,ICME_MES_WINSLOW_20120409_01,MESSENGER,2012-04-09T05:13Z,2012-04-09T08:57Z,2012-04-10T08:21Z,0.462,41.54,-3.38,27.13,51.4,35.8,10.0,,,23.4,51.4,38.1,9.2,8.2,-39.0,22.1,-11.4,24.1,,,,,,,,,,,,,,,
633,ICME_MES_WINSLOW_20120525_01,MESSENGER,2012-05-25T08:22Z,2012-05-25T12:46Z,2012-05-26T15:48Z,0.3117,170.03,3.38,31.43,78.2,58.7,10.1,,,27.03,78.2,57.0,12.4,32.5,1.9,14.0,17.5,28.4,,,,,,,,,,,,,,,
634,ICME_MES_WINSLOW_20120620_01,MESSENGER,2012-06-20T18:16Z,2012-06-20T19:24Z,2012-06-21T09:38Z,0.4063,-76.72,-2.38,15.37,79.5,42.5,7.3,,,14.23,79.5,43.7,6.8,-13.4,-48.4,19.7,7.7,28.8,,,,,,,,,,,,,,,
635,ICME_MES_WINSLOW_20120713_01,MESSENGER,2012-07-13T10:52Z,2012-07-13T13:44Z,2012-07-14T02:46Z,0.4664,-29.61,-3.1,15.9,79.5,42.8,14.9,,,13.03,79.5,53.4,17.0,29.4,-17.3,22.7,-15.1,29.8,,,,,,,,,,,,,,,
636,ICME_MES_WINSLOW_20120809_01,MESSENGER,2012-08-09T11:33Z,2012-08-09T13:08Z,2012-08-09T18:55Z,0.3669,33.58,1.3,7.37,52.1,35.1,7.5,,,5.78,52.1,33.4,6.9,-2.9,-38.3,16.4,-9.9,25.4,,,,,,,,,,,,,,,
637,ICME_MES_WINSLOW_20120909_01,MESSENGER,2012-09-09T10:26Z,2012-09-09T12:49Z,2012-09-10T01:28Z,0.3655,176.58,-0.91,15.03,51.2,36.8,9.8,,,12.65,51.2,36.5,10.6,-4.9,-44.7,22.6,-10.6,9.8,,,,,,,,,,,,,,,
638,ICME_MES_WINSLOW_20120920_01,MESSENGER,2012-09-20T09:53Z,2012-09-20T11:14Z,2012-09-20T17:24Z,0.4245,-152.14,-2.86,7.52,136.4,67.0,25.5,,,6.17,73.2,54.4,7.7,44.4,-5.2,15.2,-1.2,26.3,,,,,,,,,,,,,,,
639,ICME_MES_WINSLOW_20120920_02,MESSENGER,2012-09-20T18:29Z,2012-09-20T19:01Z,2012-09-21T09:35Z,0.426,-151.38,-2.89,15.1,164.0,68.4,22.7,,,14.57,164.0,67.6,21.9,27.2,-53.0,32.7,26.0,30.8,,,,,,,,,,,,,,,
640,ICME_MES_WINSLOW_20121023_01,MESSENGER,2012-10-23T09:54Z,2012-10-23T10:37Z,2012-10-23T18:54Z,0.4348,-88.55,-1.49,9.0,46.6,34.9,6.1,,,8.28,46.6,35.3,6.1,18.5,-3.6,13.4,-20.4,8.8,,,,,,,,,,,,,,,
641,ICME_MES_WINSLOW_20121027_01,MESSENGER,2012-10-27T16:42Z,2012-10-28T01:08Z,2012-10-28T08:16Z,0.4139,-77.83,-0.64,15.57,57.6,39.7,7.3,,,7.13,57.6,45.4,6.4,-23.7,-46.8,21.0,-28.0,14.4,,,,,,,,,,,,,,,
642,ICME_MES_WINSLOW_20121121_01,MESSENGER,2012-11-21T06:07Z,2012-11-21T09:15Z,2012-11-22T02:05Z,0.3075,19.91,3.15,19.97,124.1,80.8,18.9,,,16.83,124.1,81.1,18.9,-5.7,-71.9,40.6,32.2,42.1,,,,,,,,,,,,,,,
643,ICME_MES_WINSLOW_20130501_01,MESSENGER,2013-05-01T05:45Z,2013-05-01T08:51Z,2013-05-02T00:52Z,0.3616,133.51,1.52,19.12,109.4,88.2,12.3,,,16.02,109.4,92.6,5.7,32.4,-68.8,52.5,53.2,18.1,,,,,,,,,,,,,,,
644,ICME_MES_WINSLOW_20130519_01,MESSENGER,2013-05-19T18:53Z,2013-05-19T21:00Z,2013-05-20T20:48Z,0.3121,-137.33,2.45,25.92,88.2,57.3,16.6,,,23.8,88.2,62.7,11.5,-9.9,-77.5,32.1,-10.2,35.9,,,,,,,,,,,,,,,
645,ICME_MES_WINSLOW_20130621_01,MESSENGER,2013-06-21T17:37Z,2013-06-21T18:30Z,2013-06-21T21:11Z,0.4593,-32.84,-3.38,3.57,83.2,42.3,20.6,,,2.68,83.2,41.3,20.6,0.8,-70.5,26.0,14.6,17.1,,,,,,,,,,,,,,,
646,ICME_MES_WINSLOW_20130711_01,MESSENGER,2013-07-11T01:05Z,2013-07-11T01:57Z,2013-07-11T23:13Z,0.4468,3.3,-2.0,22.13,48.8,36.6,6.0,,,21.27,48.8,36.7,6.1,-1.1,-31.3,26.3,16.9,15.6,,,,,,,,,,,,,,,
647,ICME_MES_WINSLOW_20130820_01,MESSENGER,2013-08-20T12:41Z,2013-08-20T14:33Z,2013-08-21T20:31Z,0.329,162.2,1.07,31.83,225.0,100.2,60.2,,,29.97,225.0,165.3,54.6,-52.8,-110.0,31.0,144.1,66.8,,,,,,,,,,,,,,,
648,ICME_MES_WINSLOW_20130905_01,MESSENGER,2013-09-05T13:39Z,2013-09-05T15:15Z,2013-09-05T22:54Z,0.4164,-143.13,-2.66,9.25,45.3,27.6,7.4,,,7.65,45.3,26.5,7.9,-2.8,-21.6,18.5,-13.0,9.5,,,,,,,,,,,,,,,
649,ICME_MES_WINSLOW_20130912_01,MESSENGER,2013-09-12T23:36Z,2013-09-13T02:21Z,2013-09-13T15:29Z,0.4471,-126.48,-3.28,15.88,44.9,33.9,6.3,,,13.13,43.5,34.2,6.8,11.0,-25.7,20.7,-20.1,14.8,,,,,,,,,,,,,,,
650,ICME_MES_WINSLOW_20131026_01,MESSENGER,2013-10-26T11:07Z,2013-10-26T13:21Z,2013-10-26T19:24Z,0.3489,-27.95,2.05,8.28,90.5,63.3,15.5,,,6.05,80.0,57.2,12.3,29.7,-40.7,29.3,-10.7,37.5,,,,,,,,,,,,,,,
651,ICME_MES_WINSLOW_20131027_01,MESSENGER,2013-10-27T12:35Z,2013-10-27T13:46Z,2013-10-28T01:53Z,0.3433,-23.87,2.28,13.3,68.7,40.8,10.5,,,12.12,68.7,39.3,10.0,-10.5,-45.2,25.0,-9.3,20.0,,,,,,,,,,,,,,,
652,ICME_MES_WINSLOW_20131029_01,MESSENGER,2013-10-29T07:15Z,2013-10-29T11:14Z,2013-10-29T19:10Z,0.3336,-15.82,2.68,11.92,66.1,49.0,8.0,,,7.93,66.1,49.2,8.6,-4.5,-35.9,26.1,-19.3,14.9,,,,,,,,,,,,,,,
653,ICME_MES_WINSLOW_20131130_01,MESSENGER,2013-11-30T14:25Z,2013-11-30T16:13Z,2013-12-01T04:09Z,0.4066,124.55,-2.39,13.73,147.4,88.7,19.8,,,11.93,147.4,87.3,20.0,-27.4,-88.6,32.2,-8.4,26.9,,,,,,,,,,,,,,,
654,ICME_MES_WINSLOW_20131227_01,MESSENGER,2013-12-27T04:14Z,2013-12-27T05:36Z,2013-12-27T15:27Z,0.4629,176.96,-2.8,11.22,111.6,43.9,10.4,,,9.85,65.0,41.0,5.5,-4.6,-31.2,18.7,-32.6,7.3,,,,,,,,,,,,,,,
655,ICME_MES_WINSLOW_20140118_01,MESSENGER,2014-01-18T19:43Z,2014-01-19T02:15Z,2014-01-19T18:14Z,0.3685,-129.13,1.23,22.52,70.6,44.7,10.1,,,15.98,65.3,43.5,7.7,18.5,-13.8,20.6,0.9,17.5,,,,,,,,,,,,,,,
656,ICME_MES_WINSLOW_20140124_01,MESSENGER,2014-01-24T03:25Z,2014-01-24T04:25Z,2014-01-24T19:34Z,0.3399,-109.9,2.42,16.15,51.5,37.5,7.8,,,15.15,51.5,39.1,6.0,17.8,-38.4,15.7,-2.3,14.7,,,,,,,,,,,,,,,
657,ICME_MES_WINSLOW_20140127_01,MESSENGER,2014-01-27T18:37Z,2014-01-27T19:55Z,2014-01-28T05:46Z,0.3229,-93.62,3.08,11.15,114.4,65.7,24.7,,,9.85,114.4,65.9,25.5,-49.0,-112.9,26.6,3.0,35.9,,,,,,,,,,,,,,,
658,ICME_MES_WINSLOW_20140213_01,MESSENGER,2014-02-13T04:51Z,2014-02-13T08:18Z,2014-02-13T16:55Z,0.3328,-10.2,0.82,12.07,167.5,90.3,39.6,,,8.62,149.9,82.4,36.3,-12.0,-145.0,58.5,37.2,45.5,,,,,,,,,,,,,,,
659,ICME_MES_WINSLOW_20140217_01,MESSENGER,2014-02-17T04:16Z,2014-02-17T07:02Z,2014-02-17T12:13Z,0.3537,5.92,-0.36,7.95,78.5,55.2,9.9,,,5.18,78.5,54.9,10.2,19.0,-51.1,22.4,10.1,35.0,,,,,,,,,,,,,,,
660,ICME_MES_WINSLOW_20140506_01,MESSENGER,2014-05-06T04:21Z,2014-05-06T07:20Z,2014-05-07T04:31Z,0.3111,-126.82,2.56,24.17,91.9,59.2,11.8,,,21.18,91.9,53.9,9.6,9.9,-49.1,33.3,-34.5,10.8,,,,,,,,,,,,,,,
661,ICME_MES_WINSLOW_20140727_01,MESSENGER,2014-07-27T16:01Z,2014-07-27T19:10Z,2014-07-28T06:06Z,0.3089,120.04,3.36,14.08,83.6,50.4,12.5,,,10.93,83.6,49.7,13.7,-39.8,-77.6,13.3,3.2,27.4,,,,,,,,,,,,,,,
662,ICME_MES_WINSLOW_20140809_01,MESSENGER,2014-08-09T19:39Z,2014-08-10T05:16Z,2014-08-10T12:46Z,0.3426,-172.96,0.23,17.12,75.7,60.8,13.4,,,7.5,75.7,68.2,3.6,32.3,7.0,8.5,-25.8,15.5,,,,,,,,,,,,,,,
663,ICME_MES_WINSLOW_20140902_01,MESSENGER,2014-09-02T08:00Z,2014-09-02T08:27Z,2014-09-02T12:38Z,0.4541,-108.68,-3.36,4.63,86.9,52.9,21.6,,,4.18,86.9,51.9,23.5,0.9,-43.7,21.5,-31.9,33.8,,,,,,,,,,,,,,,
664,ICME_MES_WINSLOW_20140902_02,MESSENGER,2014-09-02T13:41Z,2014-09-02T14:39Z,2014-09-02T21:24Z,0.4547,-108.18,-3.36,7.72,102.8,73.7,11.2,,,6.75,86.6,77.0,4.9,-75.8,-82.9,4.3,2.0,10.7,,,,,,,,,,,,,,,
665,ICME_MES_MOESTL_20140904_01,MESSENGER,2014-09-04T05:03Z,2014-09-04T06:09Z,2014-09-05T00:14Z,0.4586,-105.05,-3.38,19.18,64.5,38.4,6.9,,,18.08,64.5,39.9,4.6,5.7,-43.5,21.1,-25.1,14.0,,,,,,,,,,,,,,,
666,ICME_MES_MOESTL_20140927_01,MESSENGER,2014-09-27T04:24Z,2014-09-27T08:26Z,2014-09-27T21:31Z,0.4342,-61.67,-1.47,17.12,50.3,33.4,5.3,,,13.08,41.1,32.0,4.0,6.8,-21.8,9.5,2.0,8.6,,,,,,,,,,,,,,,
667,ICME_MES_MOESTL_20141005_01,MESSENGER,2014-10-05T16:02Z,2014-10-05T19:11Z,2014-10-06T12:18Z,0.3926,-40.48,0.23,20.27,64.5,43.4,5.7,,,17.12,64.5,44.5,4.7,-18.1,-63.7,16.4,-24.1,14.5,,,,,,,,,,,,,,,
668,ICME_MES_MOESTL_20141214_01,MESSENGER,2014-12-14T08:55Z,2014-12-14T09:52Z,2014-12-14T21:41Z,0.4624,-168.97,-2.77,12.77,98.3,40.2,20.0,,,11.82,90.7,38.2,18.9,-1.2,-34.0,21.5,10.4,11.7,,,,,,,,,,,,,,,
669,ICME_MES_MOESTL_20141214_02,MESSENGER,2014-12-14T23:37Z,2014-12-14T23:37Z,2014-12-15T04:37Z,0.4615,-167.93,-2.72,5.0,39.5,34.1,2.1,,,5.0,39.5,34.1,2.1,-9.9,-28.8,16.4,-13.2,5.6,,,,,,,,,,,,,,,
670,ICME_MES_MOESTL_20150321_01,MESSENGER,2015-03-21T09:42Z,2015-03-21T11:26Z,2015-03-22T03:14Z,0.4374,119.43,-1.6,17.53,48.3,26.9,7.4,,,15.8,47.5,25.8,6.6,-6.5,-33.2,9.9,12.2,6.4,,,,,,,,,,,,,,,
671,ICME_MES_MOESTL_20150324_01,MESSENGER,2015-03-24T22:32Z,2015-03-25T02:02Z,2015-03-25T23:40Z,0.4219,127.53,-0.96,25.13,146.4,44.8,30.5,,,21.63,89.0,37.9,20.8,9.8,-50.7,15.0,11.4,16.8,,,,,,,,,,,,,,,
672,ICME_MES_MOESTL_20150407_01,MESSENGER,2015-04-07T23:31Z,2015-04-08T02:04Z,2015-04-08T08:55Z,0.345,171.02,2.22,9.4,58.9,43.2,8.2,,,6.85,58.9,46.2,8.3,-21.7,-55.3,22.4,-14.5,21.7,,,,,,,,,,,,,,,
673,ICME_MES_MOESTL_20150422_01,MESSENGER,2015-04-22T00:49Z,2015-04-22T05:22Z,2015-04-22T18:09Z,0.3093,-118.9,2.78,17.33,62.4,47.2,5.7,,,12.78,57.9,46.3,5.2,-0.6,-28.2,8.9,2.7,10.1,,,,,,,,,,,,,,,
674,ICME_ULY_MOESTL_20070704_01,ULYSSES,2007-07-04T12:00Z,2007-07-04T12:00Z,2007-07-05T11:00Z,1.479,49.87,-25.51,23.0,13.1,11.2,1.9,378.4,8.1,23.0,13.1,11.2,1.9,3.6,-7.2,3.8,6.6,5.0,378.4,8.1,12.6,1.8,1.3,7.6,5.4,59652.3,21519.9,,,,,,
675,ICME_ULY_MOESTL_20070724_01,ULYSSES,2007-07-24T04:00Z,2007-07-24T04:00Z,2007-07-25T18:00Z,1.4209,33.92,-11.98,38.0,7.7,4.1,1.3,530.9,49.2,38.0,7.7,4.1,1.3,0.4,-3.0,1.7,1.0,2.0,530.9,49.2,-94.5,1.6,0.6,3.6,1.9,171952.7,46974.4,,,,,,
676,ICME_ULY_MOESTL_20070802_01,ULYSSES,2007-08-02T12:00Z,2007-08-02T21:00Z,2007-08-04T01:00Z,1.4036,25.94,-4.95,37.0,7.8,4.4,1.3,448.1,23.3,28.0,7.8,4.5,1.4,-0.0,-4.9,2.2,1.5,1.4,459.4,11.8,-21.8,1.1,0.5,3.1,1.5,132334.5,43304.0,413.0,12.7,4.6,1.6,1.3,0.5
677,ICME_ULY_MOESTL_20070827_01,ULYSSES,2007-08-27T06:00Z,2007-08-27T06:00Z,2007-08-28T09:00Z,1.3965,5.72,13.11,27.0,8.4,5.7,1.6,373.5,9.1,27.0,8.4,5.7,1.6,-2.2,-5.2,1.8,0.9,2.0,373.5,9.1,-13.4,1.3,0.7,5.6,3.1,122497.9,45750.0,,,,,,
678,ICME_ULY_MOESTL_20070906_01,ULYSSES,2007-09-06T22:00Z,2007-09-07T05:00Z,2007-09-08T11:00Z,1.4106,-3.36,21.13,37.0,6.3,4.4,1.0,359.2,10.6,30.0,6.3,4.6,0.9,0.2,-3.6,1.9,-2.4,2.2,357.5,7.5,12.2,0.9,0.2,4.2,0.8,47202.0,27689.8,366.3,17.2,5.6,1.5,1.3,0.4
679,ICME_MAVEN_MOESTL_20141217_01,MAVEN,2014-12-17T22:10Z,2014-12-19T10:50Z,2014-12-23T20:10Z,1.3816,-106.59,5.5,142.0,9.2,6.2,1.5,340.9,22.0,105.33,8.8,5.7,1.0,-0.7,-3.5,1.7,-4.3,1.0,341.2,23.6,22.1,1.0,0.3,5.1,1.9,125059.0,78052.7,340.0,16.8,7.1,2.0,1.4,0.4
680,ICME_MAVEN_MOESTL_20150118_01,MAVEN,2015-01-18T05:00Z,2015-01-18T05:00Z,2015-01-18T23:20Z,1.3908,-117.82,5.63,18.33,9.7,7.0,2.4,373.1,18.8,18.33,9.7,7.0,2.4,1.6,-1.9,2.2,-5.1,2.2,373.1,18.8,-10.4,2.1,0.8,8.8,3.0,131500.5,20395.2,,,,,,
681,ICME_MAVEN_MOESTL_20150207_01,MAVEN,2015-02-07T10:30Z,2015-02-08T04:50Z,2015-02-09T12:50Z,1.4045,-126.18,5.37,50.33,8.2,5.9,1.0,322.1,9.5,32.0,8.2,6.1,1.0,1.6,-1.4,1.9,-4.9,1.2,322.6,11.2,-14.0,0.8,0.1,4.3,0.6,149348.5,24992.5,321.3,6.3,7.1,1.8,1.2,0.3
682,ICME_MAVEN_MOESTL_20150213_01,MAVEN,2015-02-13T03:40Z,2015-02-13T17:20Z,2015-02-15T05:40Z,1.4088,-128.33,5.25,50.0,6.2,5.1,0.8,313.9,12.2,36.33,6.2,5.1,0.6,1.8,1.2,0.6,-3.6,1.0,308.1,6.0,6.6,0.7,0.1,4.6,0.8,82260.0,16761.9,329.5,10.6,4.8,1.3,0.9,0.3
