,icmecat_id,sc_insitu,icme_start_time,mo_start_time,mo_end_time,mo_sc_heliodistance,mo_sc_long_heeq,mo_sc_lat_heeq,icme_duration,icme_bmax,icme_bmean,icme_bstd,icme_speed_mean,icme_speed_std,mo_duration,mo_bmax,mo_bmean,mo_bstd,mo_bzmean,mo_bzmin,mo_bzstd,mo_bymean,mo_bystd,mo_speed_mean,mo_speed_std,mo_expansion_speed,mo_pdyn_mean,mo_pdyn_std,mo_density_mean,mo_density_std,mo_temperature_mean,mo_temperature_std,sheath_speed_mean,sheath_speed_std,sheath_density_mean,sheath_density_std,sheath_pdyn_mean,sheath_pdyn_std
203,ICME_Wind_MOESTL_20180309_01,Wind,2018-03-09T17:06Z,2018-03-09T23:16Z,2018-03-11T00:24Z,0.982,0.05,-7.29,31.3,15.7,12.9,3.1,409.5,24.5,25.13,15.7,14.1,1.4,2.4,-10.8,6.3,6.0,4.7,404.0,22.3,30.7,2.5,1.6,9.5,6.9,18720.9,9814.0,431.8,20.3,19.3,3.9,6.1,1.3
204,ICME_Wind_MOESTL_20180119_01,Wind,2018-01-19T00:42Z,2018-01-19T00:42Z,2018-01-19T12:06Z,0.9747,-0.25,-4.99,11.4,9.5,7.7,1.0,357.8,11.5,11.4,9.5,7.7,1.0,-1.1,-6.4,4.0,1.2,2.8,357.8,11.5,-2.3,2.5,0.3,11.8,1.4,28784.9,7569.8,,,,,,
205,ICME_Wind_MOESTL_20171224_01,Wind,2017-12-24T19:30Z,2017-12-25T00:02Z,2017-12-25T09:57Z,0.9752,-0.16,-2.21,14.45,7.1,5.5,1.0,529.0,21.7,9.92,7.1,6.0,0.5,-1.3,-3.2,0.9,1.0,0.9,516.9,12.2,25.3,2.5,0.6,5.7,1.4,71190.3,22175.9,555.1,12.8,4.7,0.6,2.4,0.4
206,ICME_STEREO_A_JIAN_20171207_01,STEREO-A,2017-12-07T22:57Z,2017-12-08T11:23Z,2017-12-09T13:53Z,0.9562,-123.25,6.24,38.93,13.5,7.3,1.8,559.6,56.1,26.5,8.1,6.3,0.8,1.3,-2.7,1.3,-3.9,1.6,557.8,46.6,69.5,2.0,0.8,3.7,1.1,93184.4,61388.7,563.8,73.3,10.9,4.1,5.4,0.8
207,ICME_Wind_MOESTL_20171115_01,Wind,2017-11-15T11:47Z,2017-11-15T11:47Z,2017-11-15T19:23Z,0.9805,0.19,2.81,7.6,14.8,11.1,2.5,421.8,16.6,7.6,14.8,11.1,2.5,-1.9,-9.1,3.4,8.7,3.4,421.8,16.6,-19.8,5.0,2.2,16.5,6.8,28680.5,9066.8,,,,,,
208,ICME_Wind_MOESTL_20171114_01,Wind,2017-11-14T01:08Z,2017-11-14T01:08Z,2017-11-14T14:13Z,0.9808,0.2,2.99,13.08,9.3,7.6,0.7,377.7,6.4,13.08,9.3,7.6,0.7,2.1,-7.1,3.5,-4.2,1.9,377.7,6.4,1.3,2.6,0.5,10.8,2.0,38917.6,9969.6,,,,,,
209,ICME_STEREO_A_JIAN_20171021_01,STEREO-A,2017-10-21T03:24Z,2017-10-21T23:00Z,2017-10-23T06:58Z,0.9578,-125.7,1.02,51.57,20.2,11.1,4.0,407.8,31.8,31.97,20.2,10.2,3.7,2.7,-8.5,6.9,1.2,6.7,387.0,22.2,7.9,1.6,0.9,6.1,2.9,89573.5,47399.7,439.7,10.7,24.4,5.0,7.9,1.6
210,ICME_STEREO_A_JIAN_20170919_01,STEREO-A,2017-09-19T02:56Z,2017-09-19T16:15Z,2017-09-21T09:30Z,0.9607,-127.4,-3.2,54.57,30.7,11.0,7.7,713.8,54.7,41.25,22.4,8.0,5.8,-3.8,-21.9,6.4,-1.4,3.9,695.5,49.3,67.2,2.9,1.9,3.7,2.4,74139.1,53381.8,762.3,34.9,22.4,5.8,21.6,5.0
211,ICME_Wind_MOESTL_20170907_01,Wind,2017-09-07T22:28Z,2017-09-08T11:07Z,2017-09-08T14:19Z,0.9963,-0.02,7.36,15.85,32.8,15.5,5.9,758.7,50.2,3.2,17.8,14.7,1.8,-10.1,-16.2,4.8,-9.3,1.7,760.0,16.9,14.3,3.6,1.4,3.8,1.5,36077.0,50512.1,758.4,55.3,3.8,1.6,3.7,1.6
212,ICME_Wind_MOESTL_20170906_01,Wind,2017-09-06T23:02Z,2017-09-07T06:45Z,2017-09-07T11:08Z,0.9966,-0.03,7.36,12.1,17.9,10.4,2.4,542.8,35.2,4.38,12.8,11.2,0.9,-5.9,-9.5,2.4,4.6,3.4,505.5,15.3,9.2,2.6,0.5,6.1,1.1,938199.8,168925.1,563.6,24.3,11.6,2.0,6.2,1.4
213,ICME_STEREO_A_JIAN_20170729_01,STEREO-A,2017-07-29T22:50Z,2017-07-30T19:20Z,2017-07-31T22:53Z,0.9656,-131.08,-7.21,48.05,11.4,7.3,1.5,544.8,50.1,27.55,10.0,7.6,0.9,-0.9,-7.7,3.5,-1.5,3.9,533.0,31.3,49.7,3.6,0.9,7.8,2.6,83279.8,72569.7,561.2,64.6,7.7,4.5,4.2,2.6
214,ICME_STEREO_A_MOESTL_20170725_01,STEREO-A,2017-07-25T05:43Z,2017-07-25T06:12Z,2017-07-27T10:49Z,0.966,-131.57,-7.31,53.1,18.0,5.1,2.0,573.7,115.3,52.62,16.0,5.0,1.7,-0.6,-4.3,1.0,0.1,1.2,571.5,113.9,162.7,1.3,0.8,2.2,0.7,35843.3,24357.1,775.6,19.0,5.5,3.1,5.5,2.9
215,ICME_STEREO_A_MOESTL_20170724_01,STEREO-A,2017-07-24T14:35Z,2017-07-24T22:19Z,2017-07-25T04:09Z,0.966,-131.6,-7.32,13.57,68.3,33.7,17.3,629.5,81.9,5.83,68.3,46.1,12.6,-42.0,-58.7,10.5,14.7,12.5,693.7,19.0,,4.2,5.3,5.1,6.3,81265.8,170111.3,583.1,78.4,36.7,18.9,23.1,15.4
216,ICME_Wind_MOESTL_20170716_01,Wind,2017-07-16T05:10Z,2017-07-16T10:03Z,2017-07-17T14:50Z,1.0072,-0.23,4.49,33.67,25.8,14.3,4.3,516.8,62.1,28.78,25.8,14.2,4.0,-4.9,-24.7,5.1,-6.0,7.9,534.8,46.1,14.4,2.4,1.3,4.9,2.2,95017.4,115391.1,408.8,25.7,30.7,13.4,8.5,3.5
217,ICME_STEREO_A_JIAN_20170715_01,STEREO-A,2017-07-15T12:00Z,2017-07-15T19:00Z,2017-07-16T12:00Z,0.9666,-132.42,-7.32,24.0,7.3,4.8,1.2,332.6,20.9,17.0,6.9,4.7,1.1,-0.9,-4.5,1.4,1.6,1.6,322.0,13.7,13.2,2.5,0.6,14.0,2.1,48101.3,9600.9,359.7,6.9,20.5,2.5,4.4,0.6
218,ICME_MAVEN_MOESTL_20170704_01,MAVEN,2017-07-04T02:53Z,2017-07-04T02:53Z,2017-07-06T09:14Z,1.6218,-168.34,-2.77,54.35,7.8,4.8,2.1,383.8,26.2,54.35,7.8,4.8,2.1,1.2,-2.9,1.9,-1.8,4.2,383.8,26.2,-19.4,1.0,0.5,4.0,1.5,306506.4,392683.0,,,,,,
219,ICME_STEREO_A_JIAN_20170602_01,STEREO-A,2017-06-02T04:00Z,2017-06-02T11:16Z,2017-06-03T11:30Z,0.9674,-136.28,-4.79,31.5,19.1,13.4,3.2,386.6,33.0,24.23,17.5,14.0,2.3,0.8,-15.5,9.1,-8.1,4.8,399.0,19.0,-6.5,2.5,1.0,9.5,3.9,118823.6,97039.5,337.6,30.8,28.1,10.8,5.1,1.3
220,ICME_Wind_MOESTL_20170527_01,Wind,2017-05-27T14:43Z,2017-05-27T20:48Z,2017-05-29T10:41Z,1.0047,0.13,-1.18,43.97,23.3,14.5,4.5,361.7,17.6,37.88,23.3,15.8,3.0,-2.5,-23.0,10.8,1.2,9.8,360.1,18.1,-9.0,2.7,1.7,12.1,6.9,56538.0,29429.4,371.8,9.1,48.5,16.0,11.4,4.1
221,ICME_Wind_MOESTL_20170413_01,Wind,2017-04-13T21:56Z,2017-04-14T00:02Z,2017-04-14T19:42Z,0.9927,0.22,-5.72,21.77,8.0,6.8,1.0,405.8,23.1,19.67,8.0,7.1,0.8,-4.8,-7.2,1.2,-0.5,2.6,401.9,20.5,31.4,1.7,0.6,6.3,2.6,18249.9,9797.9,442.5,8.4,7.6,0.8,2.5,0.3
222,ICME_Wind_MOESTL_20170409_01,Wind,2017-04-09T08:32Z,2017-04-09T09:55Z,2017-04-10T08:09Z,0.9912,0.2,-6.06,23.62,9.3,7.5,0.9,455.1,19.7,22.23,9.3,7.7,0.7,-0.1,-5.7,2.8,-5.7,1.7,454.2,19.9,20.4,1.9,0.4,5.5,1.2,19003.6,4988.4,470.3,4.8,8.4,0.5,3.1,0.2
223,ICME_STEREO_A_JIAN_20170408_01,STEREO-A,2017-04-08T16:55Z,2017-04-08T16:55Z,2017-04-09T03:44Z,0.9639,-139.76,2.02,10.82,9.4,7.9,1.2,568.4,8.4,10.82,9.4,7.9,1.2,2.1,-2.7,2.6,2.7,1.7,568.4,8.4,2.5,2.3,1.2,4.3,2.2,117937.2,24511.7,,,,,,
224,ICME_Wind_MOESTL_20170404_01,Wind,2017-04-04T01:31Z,2017-04-04T07:34Z,2017-04-05T02:46Z,0.9895,0.17,-6.39,25.25,16.5,11.4,2.9,416.8,13.8,19.2,16.5,12.4,2.3,2.8,-13.4,6.0,-9.3,3.8,415.4,15.4,14.3,2.5,1.0,8.7,3.6,131951.2,112744.3,421.2,4.8,15.5,5.5,4.6,1.7
225,ICME_STEREO_A_JIAN_20170324_01,STEREO-A,2017-03-24T16:22Z,2017-03-24T16:22Z,2017-03-26T07:12Z,0.9624,-140.42,3.84,38.83,9.8,7.4,1.4,364.2,21.8,38.83,9.8,7.4,1.4,1.1,-7.8,4.5,-0.6,3.7,364.2,21.8,18.9,2.7,1.0,11.7,3.1,56928.8,16912.1,,,,,,
226,ICME_MAVEN_MOESTL_20170303_01,MAVEN,2017-03-03T17:46Z,2017-03-03T17:46Z,2017-03-05T10:57Z,1.4763,-110.84,3.01,41.18,14.9,10.9,4.1,345.5,66.0,41.18,14.9,10.9,4.1,-4.1,-11.4,3.3,6.4,3.8,345.5,66.0,97.4,0.7,0.5,3.2,1.1,713452.5,322450.8,,,,,,
227,ICME_STEREO_A_JIAN_20170226_01,STEREO-A,2017-02-26T23:25Z,2017-02-26T23:25Z,2017-02-27T05:30Z,0.9598,-141.47,6.26,6.08,6.8,3.8,1.3,356.0,4.5,6.08,6.8,3.8,1.3,-0.4,-2.8,1.6,1.0,1.7,356.0,4.5,-11.6,1.6,0.4,7.6,1.9,29834.7,6719.0,,,,,,
228,ICME_MAVEN_MOESTL_20170119_01,MAVEN,2017-01-19T05:53Z,2017-01-19T05:53Z,2017-01-20T23:08Z,1.4258,-91.69,4.75,41.25,5.5,4.2,1.0,345.7,21.8,41.25,5.5,4.2,1.0,2.0,-0.5,1.8,0.5,2.6,345.7,21.8,21.1,0.5,0.2,2.6,0.8,223914.2,217699.9,,,,,,
229,ICME_STEREO_A_JIAN_20161029_01,STEREO-A,2016-10-29T11:40Z,2016-10-29T11:40Z,2016-10-31T03:20Z,0.9589,-146.93,-0.72,39.67,24.6,19.8,1.7,406.2,21.3,39.67,24.6,19.8,1.7,4.6,-20.4,13.0,0.8,11.6,406.2,21.3,33.0,2.1,1.2,7.5,3.6,70720.4,44234.2,,,,,,
230,ICME_Wind_MOESTL_20161012_01,Wind,2016-10-12T21:16Z,2016-10-13T05:27Z,2016-10-14T13:51Z,0.9872,0.18,6.08,40.58,24.7,16.8,6.2,394.7,28.3,32.4,24.7,19.6,3.0,-4.3,-19.4,11.3,-12.4,8.1,386.0,24.6,40.2,1.2,1.0,4.6,3.8,32988.0,21324.8,427.8,11.9,23.4,6.5,7.3,2.3
231,ICME_Wind_MOESTL_20160914_01,Wind,2016-09-14T02:10Z,2016-09-14T18:01Z,2016-09-15T16:03Z,0.9947,-0.05,7.32,37.88,9.4,7.1,1.5,307.9,10.8,22.03,9.4,7.6,1.6,-1.6,-8.5,3.9,-4.6,1.9,305.2,9.3,12.9,1.8,0.5,11.5,3.3,28599.7,7352.8,311.6,11.6,15.6,4.1,2.5,0.6
232,ICME_STEREO_A_JIAN_20160911_01,STEREO-A,2016-09-11T05:53Z,2016-09-11T05:53Z,2016-09-12T08:56Z,0.9636,-149.48,-6.09,27.05,10.9,8.4,1.6,432.2,14.8,27.05,10.9,8.4,1.6,-2.0,-9.0,5.5,4.3,3.8,432.2,14.8,15.6,2.0,0.6,6.5,2.1,42069.4,16145.3,,,,,,
233,ICME_MAVEN_MOESTL_20160907_01,MAVEN,2016-09-07T18:01Z,2016-09-08T12:31Z,2016-09-09T11:41Z,1.3997,-42.0,3.62,41.67,7.5,5.5,1.6,414.3,18.0,23.17,7.5,5.9,1.2,0.9,-2.3,3.4,-4.2,1.3,410.3,12.6,13.1,1.5,1.0,5.1,3.4,136514.3,33306.2,419.2,22.1,4.4,1.6,1.4,0.6
234,ICME_Wind_MOESTL_20160802_01,Wind,2016-08-02T12:37Z,2016-08-02T20:19Z,2016-08-03T02:51Z,1.0053,-0.25,5.98,14.23,25.1,18.4,4.7,414.7,23.6,6.53,25.1,22.6,1.7,1.0,-14.8,8.3,-20.6,3.0,416.1,8.8,5.1,5.2,1.6,18.0,5.6,53035.2,48753.4,413.6,30.9,23.6,13.5,6.3,2.9
235,ICME_Wind_MOESTL_20160724_01,Wind,2016-07-24T15:29Z,2016-07-24T21:44Z,2016-07-25T12:18Z,1.0067,-0.23,5.27,20.82,12.6,8.3,2.1,437.2,11.3,14.57,11.4,7.4,1.6,-4.0,-6.4,2.3,3.6,3.2,439.7,10.7,-18.5,3.0,1.6,9.4,5.0,33037.8,14067.9,431.0,10.5,13.0,2.7,4.0,0.9
236,ICME_MAVEN_MOESTL_20160721_01,MAVEN,2016-07-21T15:48Z,2016-07-21T15:48Z,2016-07-23T07:34Z,1.446,-24.03,1.04,39.77,7.3,5.7,1.5,543.7,42.3,39.77,7.3,5.7,1.5,2.7,-0.3,1.4,-0.8,2.0,543.7,42.3,62.1,0.5,0.3,1.0,0.4,558630.0,457819.5,,,,,,
237,ICME_Wind_MOESTL_20160719_01,Wind,2016-07-19T23:01Z,2016-07-20T01:48Z,2016-07-20T11:57Z,1.0072,-0.21,4.85,12.93,34.9,18.9,6.0,522.5,49.2,10.15,27.5,17.9,5.1,-2.0,-14.1,3.5,11.7,7.7,541.9,33.0,-47.8,7.3,2.6,14.7,4.7,200988.5,212765.3,445.4,16.5,40.0,17.9,13.3,5.7
238,ICME_STEREO_A_JIAN_20160702_01,STEREO-A,2016-07-02T20:48Z,2016-07-02T20:48Z,2016-07-05T14:11Z,0.9675,-155.05,-5.71,65.38,18.5,7.6,3.2,543.2,41.5,65.38,18.5,7.6,3.2,-0.5,-16.7,4.1,-2.7,4.7,543.2,41.5,,2.1,1.2,4.2,2.1,159252.2,90292.7,,,,,,
239,ICME_Wind_MOESTL_20160417_01,Wind,2016-04-17T02:13Z,2016-04-17T02:46Z,2016-04-18T06:59Z,0.9934,0.19,-5.44,28.77,12.8,7.9,3.0,403.7,15.7,28.22,12.8,8.0,3.0,2.5,-5.5,5.7,2.7,4.4,403.5,15.6,,4.4,2.4,16.5,9.0,19162.4,5933.0,421.1,3.6,10.4,1.5,3.1,0.4
240,ICME_Wind_MOESTL_20160416_01,Wind,2016-04-16T04:40Z,2016-04-16T13:51Z,2016-04-16T21:19Z,0.9932,0.18,-5.49,16.65,10.0,8.1,1.3,422.8,19.8,7.47,9.8,9.1,0.5,-3.3,-8.1,2.9,4.8,5.1,413.6,9.3,10.0,2.9,0.6,10.1,2.2,48885.1,11292.0,430.2,22.7,6.1,2.9,1.8,0.7
241,ICME_STEREO_A_JIAN_20160415_01,STEREO-A,2016-04-15T01:26Z,2016-04-15T05:20Z,2016-04-17T17:25Z,0.9625,-160.85,3.72,63.98,12.0,9.5,1.5,449.4,38.9,60.08,12.0,9.6,1.4,-3.4,-10.5,5.0,-3.1,5.6,445.1,36.3,49.1,2.9,1.5,8.8,4.9,53384.2,28248.0,513.4,10.5,9.5,1.6,4.2,0.7
242,ICME_Wind_MOESTL_20160414_01,Wind,2016-04-14T06:57Z,2016-04-14T09:06Z,2016-04-15T10:08Z,0.9925,0.17,-5.66,27.18,10.0,7.5,1.5,415.3,41.0,25.03,10.0,7.5,1.5,-1.7,-9.1,3.0,2.3,1.4,409.7,37.7,67.7,1.8,0.4,6.6,1.5,24831.4,10520.7,480.1,8.2,6.5,0.9,2.5,0.4
243,ICME_STEREO_A_JIAN_20160313_01,STEREO-A,2016-03-13T17:40Z,2016-03-14T02:40Z,2016-03-15T12:00Z,0.9593,-162.6,6.6,42.33,20.4,10.6,2.2,518.6,65.5,33.33,12.3,10.2,1.4,3.9,-5.6,2.6,5.7,2.2,500.0,60.6,81.0,2.6,1.8,5.7,3.1,36706.7,21853.5,588.0,21.2,13.4,6.2,7.8,4.0
244,ICME_MAVEN_MOESTL_20160119_01,MAVEN,2016-01-19T01:47Z,2016-01-19T01:47Z,2016-01-22T01:58Z,1.649,64.35,-5.6,72.18,4.9,3.8,0.7,395.9,11.7,72.18,4.9,3.8,0.7,-0.4,-1.8,1.0,-1.6,2.2,395.9,11.7,6.2,0.5,0.2,2.0,0.9,141856.7,34221.3,,,,,,
245,ICME_Wind_MOESTL_20160118_01,Wind,2016-01-18T21:18Z,2016-01-19T11:20Z,2016-01-20T20:22Z,0.9754,-0.19,-4.99,47.07,17.2,12.7,2.6,358.2,15.1,33.03,17.2,13.9,1.7,-0.0,-14.3,8.5,-4.1,5.8,359.0,13.5,23.4,3.5,0.8,16.2,4.0,50266.0,31479.9,356.3,18.1,20.7,3.2,4.4,0.9
246,ICME_STEREO_A_JIAN_20160109_01,STEREO-A,2016-01-09T18:08Z,2016-01-10T15:30Z,2016-01-12T12:00Z,0.9562,-165.56,5.53,65.87,20.0,8.8,3.5,377.2,17.4,44.5,17.1,7.1,2.5,1.2,-9.7,2.9,-1.8,4.3,380.6,15.3,,1.8,0.8,7.5,3.1,77395.7,33626.4,370.0,19.1,23.7,5.6,5.4,1.4
247,ICME_MAVEN_MOESTL_20160105_01,MAVEN,2016-01-05T17:24Z,2016-01-05T17:24Z,2016-01-06T20:28Z,1.6558,71.97,-5.65,27.07,12.2,7.8,2.5,557.6,43.0,27.07,12.2,7.8,2.5,-0.6,-6.2,4.8,1.3,5.1,557.6,43.0,-21.9,1.6,0.8,2.9,1.4,383954.3,231453.2,,,,,,
248,ICME_Wind_MOESTL_20151231_01,Wind,2015-12-31T00:19Z,2015-12-31T18:46Z,2016-01-01T11:56Z,0.9751,-0.04,-2.98,35.62,17.1,12.5,2.3,447.0,23.7,17.17,17.1,12.9,2.6,-9.3,-16.1,6.5,2.1,4.0,445.2,16.7,20.5,0.6,0.3,1.9,1.0,71974.2,64316.1,448.7,28.6,17.9,5.0,6.1,1.9
249,ICME_Wind_NASA_20151219_01,Wind,2015-12-19T15:35Z,2015-12-20T13:40Z,2015-12-21T23:02Z,0.9755,0.06,-1.59,55.45,19.7,14.0,3.7,416.7,35.6,33.37,19.7,15.6,2.3,-10.1,-19.0,6.7,7.0,5.8,398.2,17.6,-23.5,2.3,1.8,8.6,6.5,48006.7,33111.2,443.7,37.8,39.0,14.2,12.6,4.1
250,ICME_STEREO_A_JIAN_20151202_01,STEREO-A,2015-12-02T11:33Z,2015-12-02T12:20Z,2015-12-03T00:34Z,0.9579,-167.14,0.97,13.02,23.6,18.4,2.4,465.5,18.4,12.23,23.6,18.5,2.3,-4.9,-9.3,1.6,15.8,1.4,463.6,16.6,13.7,1.4,0.7,3.9,2.1,42845.9,14509.9,495.8,20.8,11.6,5.0,4.7,1.9
251,ICME_Wind_NASA_20151106_01,Wind,2015-11-06T17:46Z,2015-11-07T07:11Z,2015-11-08T16:47Z,0.9814,0.24,3.84,47.02,20.8,15.5,3.1,533.6,64.8,33.6,19.5,15.7,2.9,-2.6,-12.4,7.3,8.1,5.1,502.4,39.5,47.6,0.9,0.3,2.1,0.5,34110.6,33855.8,611.9,47.4,6.6,2.2,4.0,1.1
252,ICME_Wind_NASA_20151024_01,Wind,2015-10-24T17:59Z,2015-10-25T13:11Z,2015-10-28T13:11Z,0.9841,0.19,5.14,91.2,13.0,6.1,1.8,409.9,53.9,72.0,11.4,5.6,1.6,1.1,-2.6,1.8,-0.1,2.5,394.2,50.0,61.2,1.0,0.7,3.6,1.7,34005.8,26814.5,465.6,19.8,13.9,3.3,5.1,1.4
253,ICME_Wind_NASA_20151006_01,Wind,2015-10-06T21:35Z,2015-10-06T21:35Z,2015-10-07T10:04Z,0.9888,0.05,6.55,12.48,19.9,14.5,3.6,423.5,27.3,12.48,19.9,14.5,3.6,-0.2,-10.6,5.4,-6.8,3.3,423.5,27.3,,4.8,1.3,16.4,5.6,65194.3,29873.9,,,,,,
254,ICME_Wind_NASA_20150907_01,Wind,2015-09-07T13:05Z,2015-09-07T23:31Z,2015-09-09T14:52Z,0.9971,-0.17,7.35,49.78,21.6,13.7,4.4,491.6,65.6,39.35,21.6,14.7,4.3,1.2,-10.0,8.1,-3.5,8.5,467.6,51.2,71.1,4.8,2.0,12.7,4.0,19619.3,9083.9,581.7,18.1,6.1,1.7,3.5,1.0
255,ICME_STEREO_A_JIAN_20150730_01,STEREO-A,2015-07-30T03:45Z,2015-07-30T03:45Z,2015-07-30T18:20Z,0.9675,-174.28,-6.16,14.58,12.4,10.2,1.8,,,14.58,12.4,10.2,1.8,1.8,-10.5,6.6,-6.1,4.2,,,,,,,,,,,,,,,
256,ICME_STEREO_A_JIAN_20150727_01,STEREO-A,2015-07-27T06:30Z,2015-07-27T06:30Z,2015-07-27T17:55Z,0.9675,-174.51,-5.95,11.42,12.3,9.7,1.6,,,11.42,12.3,9.7,1.6,6.4,-1.3,2.8,3.8,5.6,,,,,,,,,,,,,,,
257,ICME_Wind_NASA_20150622_01,Wind,2015-06-22T18:07Z,2015-06-23T02:23Z,2015-06-24T13:03Z,1.0077,0.08,1.91,42.93,43.9,13.8,8.9,611.6,56.1,34.67,25.8,10.7,5.9,-2.2,-24.6,9.2,-1.9,4.4,597.7,50.9,55.5,1.3,1.0,2.1,1.4,168249.3,211137.0,669.1,37.3,31.4,15.4,22.9,10.9
258,ICME_Wind_NASA_20150510_01,Wind,2015-05-10T08:23Z,2015-05-10T11:59Z,2015-05-11T04:47Z,0.9998,0.24,-3.23,20.4,14.4,10.5,2.6,363.2,16.3,16.8,14.4,11.1,2.4,-5.4,-12.5,5.0,-4.9,4.7,358.4,13.0,13.5,1.8,0.9,8.2,3.7,50071.0,20809.0,386.4,9.9,9.6,1.2,2.4,0.3
259,ICME_Wind_NASA_20150508_01,Wind,2015-05-08T02:52Z,2015-05-08T07:11Z,2015-05-09T10:34Z,0.9991,0.23,-3.46,31.7,8.2,6.3,0.9,383.8,11.7,27.38,8.2,6.5,0.7,1.4,-2.9,1.8,3.0,0.9,381.8,11.2,-6.8,1.7,0.3,6.9,1.2,15317.1,10945.4,395.6,5.9,19.4,4.3,5.1,1.1
260,ICME_Wind_NASA_20150506_01,Wind,2015-05-06T00:56Z,2015-05-06T16:48Z,2015-05-07T14:23Z,0.9987,0.23,-3.64,37.45,18.6,13.3,2.0,435.9,23.0,21.58,16.3,12.9,1.9,7.1,-4.0,3.1,-7.1,5.4,420.2,13.2,25.5,2.9,1.6,9.4,5.0,26479.2,11491.0,457.3,14.8,18.4,8.3,6.4,2.6
261,ICME_MES_MOESTL_20150422_01,MESSENGER,2015-04-22T00:49Z,2015-04-22T05:22Z,2015-04-22T18:09Z,0.3093,-118.9,2.78,17.33,62.4,47.2,5.7,,,12.78,57.9,46.3,5.2,-0.6,-28.2,8.9,2.7,10.1,,,,,,,,,,,,,,,
262,ICME_Wind_NASA_20150409_01,Wind,2015-04-09T09:09Z,2015-04-09T23:02Z,2015-04-11T09:36Z,0.9905,0.06,-6.04,48.45,20.8,14.1,3.8,387.6,27.5,34.57,20.8,15.2,3.9,-1.8,-13.3,10.2,-1.0,10.9,391.5,30.9,9.2,4.3,3.9,15.7,8.2,32057.2,16181.2,377.6,10.2,16.9,5.9,4.0,1.5
263,ICME_MES_MOESTL_20150407_01,MESSENGER,2015-04-07T23:31Z,2015-04-08T02:04Z,2015-04-08T08:55Z,0.345,171.02,2.22,9.4,58.9,43.2,8.2,,,6.85,58.9,46.2,8.3,-21.7,-55.3,22.4,-14.5,21.7,,,,,,,,,,,,,,,
264,ICME_Wind_NASA_20150331_01,Wind,2015-03-31T07:32Z,2015-03-31T17:57Z,2015-04-01T09:50Z,0.9879,-0.02,-6.62,26.3,17.0,12.8,2.1,396.5,12.9,15.88,15.8,12.4,1.7,5.1,-10.0,4.0,-10.3,1.3,400.0,10.3,-4.3,2.4,0.6,9.1,2.0,33716.9,12410.9,390.8,14.4,18.0,4.4,4.6,1.1
265,ICME_Wind_NASA_20150328_01,Wind,2015-03-28T03:36Z,2015-03-28T11:45Z,2015-03-29T14:24Z,0.987,-0.05,-6.78,34.8,15.8,11.2,2.5,394.6,24.8,26.65,15.8,12.1,2.2,4.3,-7.1,4.3,8.8,2.9,391.3,26.8,23.9,3.4,1.6,13.2,5.4,22009.8,9540.1,405.4,11.0,9.6,1.6,2.6,0.4
266,ICME_MES_MOESTL_20150324_01,MESSENGER,2015-03-24T22:32Z,2015-03-25T02:02Z,2015-03-25T23:40Z,0.4219,127.53,-0.96,25.13,146.4,44.8,30.5,,,21.63,89.0,37.9,20.8,9.8,-50.7,15.0,11.4,16.8,,,,,,,,,,,,,,,
267,ICME_MES_MOESTL_20150321_01,MESSENGER,2015-03-21T09:42Z,2015-03-21T11:26Z,2015-03-22T03:14Z,0.4374,119.43,-1.6,17.53,48.3,26.9,7.4,,,15.8,47.5,25.8,6.6,-6.5,-33.2,9.9,12.2,6.4,,,,,,,,,,,,,,,
268,ICME_MAVEN_MOESTL_20150308_01,MAVEN,2015-03-08T15:36Z,2015-03-09T00:40Z,2015-03-10T17:14Z,1.4309,-137.89,4.59,49.63,19.2,13.5,4.3,594.6,158.7,40.57,19.2,14.5,3.6,2.7,-6.0,6.9,-3.8,6.9,585.0,151.3,209.9,2.9,4.4,3.6,3.5,1388123.0,1028668.6,637.4,182.5,2.5,0.5,2.0,1.3
269,ICME_MAVEN_MOESTL_20150213_01,MAVEN,2015-02-13T03:43Z,2015-02-13T17:22Z,2015-02-15T05:40Z,1.4088,-128.33,5.25,49.95,6.2,5.1,0.8,313.9,12.2,36.3,6.2,5.1,0.6,1.8,1.2,0.6,-3.6,1.0,308.1,6.0,6.6,0.7,0.1,4.6,0.8,82260.0,16761.9,329.5,10.6,4.8,1.3,0.9,0.3
270,ICME_MAVEN_MOESTL_20150118_01,MAVEN,2015-01-18T05:05Z,2015-01-18T05:05Z,2015-01-18T23:24Z,1.3908,-117.82,5.63,18.32,9.7,7.0,2.4,373.1,18.8,18.32,9.7,7.0,2.4,1.6,-1.9,2.2,-5.1,2.2,373.1,18.8,-10.4,2.1,0.8,8.8,3.0,131500.5,20395.2,,,,,,
271,ICME_Wind_NASA_20150107_01,Wind,2015-01-07T05:38Z,2015-01-07T06:28Z,2015-01-07T21:07Z,0.9751,-0.01,-3.76,15.48,22.6,17.3,2.8,449.5,20.1,14.65,22.6,17.5,2.8,3.0,-19.3,10.9,-8.7,6.4,448.2,19.7,11.2,5.4,3.1,15.7,7.9,33447.4,19906.1,472.6,9.2,18.3,3.7,6.8,1.3
272,ICME_MES_MOESTL_20141214_02,MESSENGER,2014-12-14T23:37Z,2014-12-14T23:37Z,2014-12-15T04:37Z,0.4615,-167.93,-2.72,5.0,39.5,34.1,2.1,,,5.0,39.5,34.1,2.1,-9.9,-28.8,16.4,-13.2,5.6,,,,,,,,,,,,,,,
